"MikeCrossley-UGA-022421-bc1097--bc1104-Q40.fastq","MikeCrossley-UGA-022421-bc1097--bc1106-Q40.fastq","MikeCrossley-UGA-022421-bc1097--bc1107-Q40.fastq","MikeCrossley-UGA-022421-bc1097--bc1108-Q40.fastq","MikeCrossley-UGA-022421-bc1097--bc1174-Q40.fastq","MikeCrossley-UGA-022421-bc1098--bc1103-Q40.fastq","MikeCrossley-UGA-022421-bc1098--bc1104-Q40.fastq","MikeCrossley-UGA-022421-bc1098--bc1106-Q40.fastq","MikeCrossley-UGA-022421-bc1098--bc1174-Q40.fastq","MikeCrossley-UGA-022421-bc1099--bc1103-Q40.fastq","MikeCrossley-UGA-022421-bc1099--bc1104-Q40.fastq","MikeCrossley-UGA-022421-bc1100--bc1103-Q40.fastq","MikeCrossley-UGA-022421-bc1100--bc1105-Q40.fastq","MikeCrossley-UGA-022421-bc1100--bc1107-Q40.fastq","MikeCrossley-UGA-022421-bc1100--bc1169-Q40.fastq","MikeCrossley-UGA-022421-bc1100--bc1174-Q40.fastq","MikeCrossley-UGA-022421-bc1103--bc1111-Q40.fastq","MikeCrossley-UGA-022421-bc1103--bc1112-Q40.fastq","MikeCrossley-UGA-022421-bc1103--bc1114-Q40.fastq","MikeCrossley-UGA-022421-bc1104--bc1111-Q40.fastq","MikeCrossley-UGA-022421-bc1104--bc1112-Q40.fastq","MikeCrossley-UGA-022421-bc1104--bc1114-Q40.fastq","MikeCrossley-UGA-022421-bc1105--bc1115-Q40.fastq","MikeCrossley-UGA-022421-bc1106--bc1112-Q40.fastq","MikeCrossley-UGA-022421-bc1106--bc1113-Q40.fastq","MikeCrossley-UGA-022421-bc1106--bc1114-Q40.fastq","MikeCrossley-UGA-022421-bc1107--bc1111-Q40.fastq","MikeCrossley-UGA-022421-bc1107--bc1112-Q40.fastq","MikeCrossley-UGA-022421-bc1107--bc1115-Q40.fastq","MikeCrossley-UGA-022421-bc1108--bc1112-Q40.fastq","MikeCrossley-UGA-022421-bc1108--bc1113-Q40.fastq","MikeCrossley-UGA-022421-bc1111--bc1174-Q40.fastq","MikeCrossley-UGA-022421-bc1111--bc1175-Q40.fastq","MikeCrossley-UGA-022421-bc1112--bc1169-Q40.fastq","MikeCrossley-UGA-022421-bc1112--bc1174-Q40.fastq","MikeCrossley-UGA-022421-bc1112--bc1175-Q40.fastq","MikeCrossley-UGA-022421-bc1113--bc1174-Q40.fastq","MikeCrossley-UGA-022421-bc1114--bc1174-Q40.fastq","MikeCrossley-UGA-022421-bc1115--bc1169-Q40.fastq","MikeCrossley-UGA-022421-bc1115--bc1174-Q40.fastq","bc1098--bc1103-Q40.fastq","bc1098--bc1104-Q40.fastq","bc1098--bc1174-Q40.fastq","bc1099--bc1174-Q40.fastq","bc1100--bc1103-Q40.fastq","bc1100--bc1104-Q40.fastq","bc1100--bc1105-Q40.fastq","bc1100--bc1106-Q40.fastq","bc1100--bc1107-Q40.fastq","bc1100--bc1174-Q40.fastq","bc1103--bc1114-Q40.fastq","bc1104--bc1113-Q40.fastq","bc1105--bc1111-Q40.fastq","bc1105--bc1115-Q40.fastq","bc1106--bc1112-Q40.fastq","bc1106--bc1113-Q40.fastq","bc1106--bc1115-Q40.fastq","bc1112--bc1174-Q40.fastq","bc1115--bc1174-Q40.fastq","w1-1012-1.fastq","w2-721-1.fastq","w2-810-1.fastq","Species","Pangaeus_bilineatus","Sample_presence_Pb"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Trifolium",0,"0 (62)"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,0,0,0,377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Vicia",458,"2 (62)"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Quercus",0,"0 (62)"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Carya",0,"0 (62)"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Juglans",18,"1 (62)"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Oldenlandia",13,"2 (62)"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Callicarpa",0,"0 (62)"
0,0,4,0,24,0,1829,76,4,28,0,0,0,0,11,1939,3,3,0,11,102,0,0,0,3,0,1043,9,10,25,0,19,12,11,0,61,0,0,1593,7,6,24,0,0,120,350,6,242,24,5,0,0,0,203,3,0,5,249,0,72,0,0,"Lamium",8136,"36 (62)"
0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Salvia",5,"1 (62)"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Scutellaria",0,"0 (62)"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Fraxinus",0,"0 (62)"
0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,257,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,15,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Sesamum",370,"5 (62)"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Plantago",0,"0 (62)"
0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Glandularia",7,"2 (62)"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Croton",0,"0 (62)"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Phyllanthus",0,"0 (62)"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Populus",4,"1 (62)"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Viola",0,"0 (62)"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Abelmoschus",0,"0 (62)"
0,0,0,11,321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,2395,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,6,7,0,0,0,"Gossypium",2776,"8 (62)"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Oxalis",0,"0 (62)"
0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Cyperus",13,"1 (62)"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Juncus",0,"0 (62)"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Aegilops",0,"0 (62)"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Avena",146,"1 (62)"
0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,"Cynodon",72,"4 (62)"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,"Dichanthelium",3,"1 (62)"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,2,0,0,0,0,0,0,0,0,0,"Digitaria",1147,"4 (62)"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Eleusine",126,"1 (62)"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Eromochloa",0,"0 (62)"
21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Indocalamus",21,"1 (62)"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Lollium",0,"0 (62)"
0,0,0,858,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Paspalum",864,"2 (62)"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Phyllostachys",0,"0 (62)"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Poa",709,"1 (62)"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,47,0,0,0,"Triticum",73,"4 (62)"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Urochloa",0,"0 (62)"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Platanus",0,"0 (62)"
